time(ms);FP;FP(%);FPL_CMD;FRP_A(kPa);FRP_A(kPa);FRP_A_CMD(kPa);LP_FUEL_SW;FLPA(kPa);FLP_DSD(kPa);FLP_V(V);FP_RELAY;FRP(kPa);FRP_DSD(kPa)
338558;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338603;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338633;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338677;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338723;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338753;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338783;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338828;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
338858;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
338888;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
338918;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
338963;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
338993;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
339037;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
339068;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
339098;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
339128;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30020.0;30000.0
339158;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;29980.0;30000.0
339188;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;29940.0;30000.0
339232;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;29900.0;30000.0
339278;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29860.0;30000.0
339339;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29830.0;30000.0
339368;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29790.0;30000.0
339398;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29750.0;30000.0
339426;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29710.0;30000.0
339473;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29670.0;30000.0
339503;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29710.0;30000.0
339533;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;29750.0;30000.0
339563;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29790.0;30000.0
339593;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29830.0;30000.0
339622;On;31.87;Off;30016.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29870.0;30000.0
339653;On;31.87;Off;29976.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29900.0;30000.0
339683;On;31.87;Off;29936.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29940.0;30000.0
339713;On;31.87;Off;29896.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;29980.0;30000.0
339743;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30020.0;30000.0
339788;On;31.87;Off;29824.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
339818;On;31.87;Off;29784.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30030.0;30000.0
339849;On;31.87;Off;29744.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30000.0;30000.0
339878;On;31.87;Off;29704.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;29970.0;30000.0
339923;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;531.0;2.16;On;29940.0;30000.0
339953;On;31.87;Off;29712.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29910.0;30000.0
339982;On;31.87;Off;29760.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29870.0;30000.0
340028;On;31.87;Off;29808.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29840.0;30000.0
340058;On;31.87;Off;29856.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29810.0;30000.0
340088;On;31.87;Off;29904.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29780.0;30000.0
340118;On;31.87;Off;29944.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29750.0;30000.0
340148;On;31.87;Off;29992.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29780.0;30000.0
340179;On;31.87;Off;30040.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29810.0;30000.0
340237;On;31.87;Off;30088.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29840.0;30000.0
340268;On;31.87;Off;30136.0;29670.0;30000.0;Not Low;414.0;531.0;2.16;On;29870.0;30000.0
340298;On;31.87;Off;30096.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;29900.0;30000.0
340343;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;29940.0;30000.0
340373;On;31.87;Off;30016.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;29970.0;30000.0
340403;On;31.87;Off;29976.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;30000.0;30000.0
340432;On;31.87;Off;29936.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;30030.0;30000.0
340463;On;31.87;Off;29904.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
340494;On;31.87;Off;29864.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;30030.0;30000.0
340523;On;31.87;Off;29824.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;30000.0;30000.0
340570;On;31.87;Off;29784.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29970.0;30000.0
340596;On;31.87;Off;29744.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29940.0;30000.0
340626;On;31.87;Off;29776.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29910.0;30000.0
340674;On;31.87;Off;29808.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29870.0;30000.0
340703;On;31.87;Off;29840.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29840.0;30000.0
340733;On;31.87;Off;29872.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29810.0;30000.0
340763;On;31.87;Off;29904.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29780.0;30000.0
340793;On;31.87;Off;29928.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29750.0;30000.0
340823;On;31.87;Off;29960.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29780.0;30000.0
340883;On;31.87;Off;29992.0;30140.0;30000.0;Not Low;414.5;528.0;2.16;On;29810.0;30000.0
340913;On;31.87;Off;30024.0;30140.0;30000.0;Not Low;414.5;528.0;2.16;On;29840.0;30000.0
340943;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.5;528.0;2.16;On;29870.0;30000.0
340974;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.5;528.0;2.16;On;29900.0;30000.0
341019;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.5;528.0;2.16;On;29940.0;30000.0
341048;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.5;528.0;2.16;On;29970.0;30000.0
341078;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.5;528.0;2.16;On;30000.0;30000.0
341153;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.5;528.0;2.16;On;30030.0;30000.0
341183;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341228;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341258;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341288;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
341318;On;31.87;Off;30056.0;29750.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
341348;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
341380;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
341437;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
341468;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
341498;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
341528;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
341558;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
341588;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
341618;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
341648;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
341678;On;31.87;Off;30064.0;30060.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
341723;On;31.87;Off;30072.0;30060.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
341768;On;31.87;Off;30080.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341798;On;31.87;Off;30088.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341828;On;31.87;Off;30096.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341858;On;31.87;Off;30104.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341889;On;31.87;Off;30112.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341918;On;31.87;Off;30120.0;30060.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
341948;On;31.87;Off;30128.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
341993;On;31.87;Off;30136.0;30060.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
342023;On;31.87;Off;30128.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
342068;On;31.87;Off;30120.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
342098;On;31.87;Off;30112.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
342128;On;31.87;Off;30104.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
342158;On;31.87;Off;30096.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
342189;On;31.87;Off;30088.0;30140.0;30000.0;Not Low;413.5;525.0;2.16;On;30060.0;30000.0
342233;On;31.87;Off;30080.0;30140.0;30000.0;Not Low;413.5;525.0;2.16;On;30060.0;30000.0
342262;On;31.87;Off;30072.0;30140.0;30000.0;Not Low;413.5;525.0;2.15;On;30060.0;30000.0
342293;On;31.87;Off;30064.0;30140.0;30000.0;Not Low;413.5;525.0;2.15;On;30060.0;30000.0
342336;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;413.5;525.0;2.15;On;30060.0;30000.0
342368;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30060.0;30000.0
342413;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30060.0;30000.0
342442;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30060.0;30000.0
342474;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30060.0;30000.0
342503;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30060.0;30000.0
342547;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30060.0;30000.0
342578;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;30020.0;30000.0
342623;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;525.0;2.15;On;29980.0;30000.0
342682;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;522.0;2.15;On;29940.0;30000.0
342728;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.0;522.0;2.15;On;29900.0;30000.0
342758;On;31.87;Off;30016.0;30060.0;30000.0;Not Low;413.0;522.0;2.15;On;29860.0;30000.0
342817;On;31.87;Off;29976.0;30060.0;30000.0;Not Low;413.0;522.0;2.15;On;29830.0;30000.0
342848;On;31.87;Off;29936.0;30060.0;30000.0;Not Low;413.0;522.0;2.15;On;29790.0;30000.0
342878;On;31.87;Off;29896.0;30060.0;30000.0;Not Low;413.0;522.0;2.15;On;29750.0;30000.0
342923;On;31.87;Off;29856.0;30060.0;30000.0;Not Low;413.5;522.0;2.15;On;29710.0;30000.0
342953;On;31.87;Off;29824.0;30060.0;30000.0;Not Low;413.5;522.0;2.15;On;29670.0;30000.0
342983;On;31.87;Off;29784.0;30060.0;30000.0;Not Low;413.5;525.0;2.15;On;29710.0;30000.0
343028;On;31.87;Off;29744.0;30060.0;30000.0;Not Low;414.0;525.0;2.15;On;29750.0;30000.0
343072;On;31.87;Off;29704.0;30060.0;30000.0;Not Low;414.0;525.0;2.15;On;29790.0;30000.0
343118;On;31.87;Off;29664.0;30060.0;30000.0;Not Low;414.0;525.0;2.15;On;29830.0;30000.0
343148;On;31.87;Off;29672.0;29670.0;30000.0;Not Low;414.0;525.0;2.15;On;29870.0;30000.0
343193;On;31.87;Off;29680.0;29670.0;30000.0;Not Low;414.5;528.0;2.15;On;29900.0;30000.0
343238;On;31.87;Off;29688.0;29670.0;30000.0;Not Low;414.5;528.0;2.15;On;29940.0;30000.0
343282;On;31.87;Off;29696.0;29670.0;30000.0;Not Low;414.5;528.0;2.15;On;29980.0;30000.0
343328;On;31.87;Off;29704.0;29670.0;30000.0;Not Low;414.5;528.0;2.16;On;30020.0;30000.0
343358;On;31.87;Off;29712.0;29670.0;30000.0;Not Low;414.5;528.0;2.16;On;30060.0;30000.0
343388;On;31.87;Off;29720.0;29670.0;30000.0;Not Low;414.5;528.0;2.16;On;30020.0;30000.0
343432;On;31.87;Off;29728.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;29980.0;30000.0
343463;On;31.87;Off;29736.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;29940.0;30000.0
343493;On;31.87;Off;29744.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;29900.0;30000.0
343523;On;31.87;Off;29776.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29860.0;30000.0
343583;On;31.87;Off;29808.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29830.0;30000.0
343628;On;31.87;Off;29840.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29790.0;30000.0
343672;On;31.87;Off;29872.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29750.0;30000.0
343718;On;31.87;Off;29904.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29710.0;30000.0
343748;On;31.87;Off;29928.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29670.0;30000.0
343778;On;31.87;Off;29960.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29710.0;30000.0
343823;On;31.87;Off;29992.0;30140.0;30000.0;Not Low;414.0;528.0;2.15;On;29750.0;30000.0
343853;On;31.87;Off;30024.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29790.0;30000.0
343883;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;29830.0;30000.0
343913;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29870.0;30000.0
343960;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29900.0;30000.0
343989;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29940.0;30000.0
344018;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;29980.0;30000.0
344048;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;30020.0;30000.0
344091;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
344138;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
344168;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;528.0;2.16;On;30060.0;30000.0
344213;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
344243;On;31.87;Off;30056.0;29670.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
344274;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.16;On;30060.0;30000.0
344318;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
344348;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
344378;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
344422;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
344451;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
344483;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;413.5;531.0;2.15;On;30060.0;30000.0
344513;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344543;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344574;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344604;On;31.87;Off;30064.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344634;On;31.87;Off;30072.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344663;On;31.87;Off;30080.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344723;On;31.87;Off;30088.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344754;On;31.87;Off;30096.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344783;On;31.87;Off;30104.0;29670.0;30000.0;Not Low;414.0;531.0;2.15;On;30060.0;30000.0
344828;On;31.87;Off;30112.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
344858;On;31.87;Off;30120.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
344903;On;31.87;Off;30128.0;29670.0;30000.0;Not Low;414.0;528.0;2.15;On;30060.0;30000.0
344933;On;31.87;Off;30136.0;29670.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
344963;On;31.87;Off;30128.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
344994;On;31.87;Off;30120.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
345023;On;31.87;Off;30112.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
345053;On;31.87;Off;30104.0;30140.0;30000.0;Not Low;414.0;525.0;2.16;On;30060.0;30000.0
345112;On;31.87;Off;30096.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
345157;On;31.87;Off;30088.0;30140.0;30000.0;Not Low;414.0;528.0;2.16;On;30060.0;30000.0
345189;On;31.87;Off;30080.0;30140.0;30000.0;Not Low;414.0;531.0;2.16;On;30060.0;30000.0
345218;On;31.87;Off;30072.0;30140.0;30000.0;Not Low;414.5;534.0;2.16;On;30060.0;30000.0
345248;On;31.87;Off;30064.0;30140.0;30000.0;Not Low;414.5;534.0;2.16;On;30060.0;30000.0
345278;On;31.87;Off;30056.0;30140.0;30000.0;Not Low;414.5;537.0;2.16;On;30060.0;30000.0
345338;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;540.0;2.16;On;30060.0;30000.0
345383;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;543.0;2.16;On;30060.0;30000.0
345413;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;543.0;2.16;On;30060.0;30000.0
345441;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;546.0;2.16;On;30060.0;30000.0
345473;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;549.0;2.16;On;30060.0;30000.0
345504;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;552.0;2.16;On;30060.0;30000.0
345533;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;558.0;2.16;On;30180.0;30000.0
345563;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;561.0;2.16;On;30300.0;30500.0
345593;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;564.0;2.16;On;30420.0;30990.0
345623;On;31.87;Off;30056.0;30060.0;30000.0;Not Low;414.5;567.0;2.16;On;30540.0;31490.0
345653;On;31.87;Off;30656.0;30060.0;30000.0;Not Low;414.5;570.0;2.16;On;30670.0;31990.0
345682;On;31.87;Off;31248.0;30060.0;30000.0;Not Low;414.5;576.0;2.16;On;30790.0;32490.0
345728;On;31.87;Off;31848.0;30060.0;30000.0;Not Low;414.5;579.0;2.15;On;30910.0;32980.0
345758;On;31.87;Off;32440.0;30060.0;30000.0;Not Low;414.0;582.0;2.15;On;31030.0;33480.0
345788;On;31.87;Off;33040.0;30060.0;30000.0;Not Low;413.5;600.0;2.15;On;31150.0;33980.0
345818;On;31.87;Off;33640.0;30060.0;30000.0;Not Low;413.0;618.0;2.15;On;31270.0;34470.0
345877;On;31.87;Off;34232.0;30060.0;30000.0;Not Low;412.5;636.0;2.15;On;32270.0;34970.0
345923;On;31.87;Off;34832.0;30060.0;30000.0;Not Low;412.5;654.0;2.15;On;33260.0;35920.0
345953;On;31.87;Off;35424.0;30060.0;30000.0;Not Low;412.0;672.0;2.15;On;34260.0;36880.0
345983;On;31.87;Off;36024.0;30060.0;30000.0;Not Low;411.5;693.0;2.15;On;35250.0;37830.0
346013;On;31.87;Off;36912.0;36030.0;38870.0;Not Low;411.0;711.0;2.14;On;36250.0;38790.0
346044;On;31.87;Off;37800.0;36030.0;38870.0;Not Low;410.5;729.0;2.14;On;37240.0;39740.0
346074;On;31.87;Off;38680.0;36030.0;38870.0;Not Low;410.0;747.0;2.14;On;38240.0;40690.0
346104;On;31.87;Off;39568.0;36030.0;38870.0;Not Low;409.5;765.0;2.14;On;39230.0;41650.0
346133;On;31.87;Off;40456.0;36030.0;38870.0;Not Low;409.0;765.0;2.14;On;40230.0;42600.0
346163;On;31.87;Off;41344.0;36030.0;38870.0;Not Low;408.5;765.0;2.14;On;41220.0;43560.0
346193;On;31.87;Off;42232.0;36030.0;38870.0;Not Low;408.0;765.0;2.14;On;42690.0;44510.0
346223;On;31.87;Off;43112.0;36030.0;38870.0;Not Low;408.0;765.0;2.14;On;44170.0;46240.0
346253;On;31.87;Off;44000.0;36030.0;38870.0;Not Low;407.5;765.0;2.14;On;45640.0;47970.0
346283;On;31.87;Off;44888.0;36030.0;38870.0;Not Low;407.0;765.0;2.13;On;47120.0;49700.0
346313;On;31.87;Off;47112.0;46100.0;49590.0;Not Low;406.5;765.0;2.13;On;48590.0;51430.0
346343;On;31.87;Off;49328.0;46100.0;49590.0;Not Low;406.0;765.0;2.13;On;50060.0;53150.0
346381;On;31.87;Off;51552.0;46100.0;49590.0;Not Low;405.5;765.0;2.13;On;51540.0;54880.0
346418;On;31.87;Off;53768.0;46100.0;49590.0;Not Low;405.5;765.0;2.13;On;53010.0;56610.0
346447;On;31.87;Off;55992.0;46100.0;49590.0;Not Low;405.5;765.0;2.13;On;54490.0;58340.0
346478;On;31.87;Off;58216.0;46100.0;49590.0;Not Low;406.0;765.0;2.13;On;55960.0;60070.0
346523;On;31.87;Off;60432.0;46100.0;49590.0;Not Low;406.0;765.0;2.12;On;59180.0;61800.0
346568;On;31.87;Off;62656.0;46100.0;49590.0;Not Low;406.0;765.0;2.12;On;62410.0;65060.0
346598;On;31.91;Off;64872.0;46100.0;49590.0;Not Low;406.0;765.0;2.12;On;65630.0;68320.0
346642;On;31.95;Off;67096.0;46100.0;49590.0;Not Low;406.0;765.0;2.11;On;68850.0;71580.0
346687;On;31.98;Off;70520.0;70690.0;74290.0;Not Low;406.5;765.0;2.11;On;72070.0;74840.0
346717;On;32.02;Off;73944.0;70690.0;74290.0;Not Low;406.5;765.0;2.11;On;75300.0;78090.0
346761;On;32.06;Off;77368.0;70690.0;74290.0;Not Low;406.5;765.0;2.10;On;78520.0;81350.0
346792;On;32.10;Off;80792.0;70690.0;74290.0;Not Low;408.0;765.0;2.10;On;81740.0;84610.0
346836;On;32.14;Off;84208.0;70690.0;74290.0;Not Low;409.5;765.0;2.10;On;84970.0;87870.0
346868;On;32.18;Off;87632.0;70690.0;74290.0;Not Low;410.5;765.0;2.12;On;88190.0;91130.0
346898;On;32.22;Off;91056.0;70690.0;74290.0;Not Low;412.0;765.0;2.14;On;91540.0;94390.0
346928;On;32.26;Off;94480.0;70690.0;74290.0;Not Low;413.5;765.0;2.16;On;94880.0;98170.0
346958;On;33.83;Off;97904.0;70690.0;74290.0;Not Low;415.0;765.0;2.18;On;98230.0;101950.0
346988;On;35.41;Off;101328.0;70690.0;74290.0;Not Low;416.5;765.0;2.21;On;101570.0;105740.0
347018;On;36.98;Off;104080.0;104130.0;106750.0;Not Low;417.5;765.0;2.23;On;104920.0;109520.0
347080;On;38.55;Off;106824.0;104130.0;106750.0;Not Low;419.0;765.0;2.25;On;108270.0;113300.0
347123;On;40.13;Off;109576.0;104130.0;106750.0;Not Low;420.5;765.0;2.27;On;111610.0;117080.0
347153;On;41.70;Off;112320.0;104130.0;106750.0;Not Low;427.0;765.0;2.29;On;114960.0;120860.0
347183;On;43.28;Off;115072.0;104130.0;106750.0;Not Low;433.0;765.0;2.32;On;118300.0;124650.0
347228;On;44.85;Off;117824.0;104130.0;106750.0;Not Low;439.5;765.0;2.33;On;121650.0;128430.0
347258;On;46.42;Off;120568.0;104130.0;106750.0;Not Low;446.0;765.0;2.34;On;123680.0;132210.0
